frame_no,user_position,user_orientation,camera_hit_obj,camera_hit_point,camera_hit_dist,controller_hit_obj,controller_hit_point,controller_hit_distance
4850,"(-3.21,3.04,-0.19)","(-0.93,-0.36,0.09)",Cylinder,"(-3.36,2.99,-0.17)",0.16,Wall East (1),"(-5.77,1.56,0.68)",2.76
4860,"(-3.21,3.04,-0.19)","(-0.93,-0.36,0.09)",Cylinder,"(-3.36,2.99,-0.17)",0.16,Wall East (1),"(-5.77,1.56,0.68)",2.76
4870,"(-3.15,3.04,0.34)","(-0.91,-0.36,0.19)",Cylinder,"(-3.28,3.00,0.28)",0.12,Wall East (1),"(-5.77,1.48,1.42)",2.93
4880,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Cylinder,"(-3.17,2.99,0.90)",0.16,Wall East (1),"(-5.77,1.28,2.54)",3.35
4890,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Cylinder,"(-3.17,2.99,0.90)",0.16,Wall East (1),"(-5.77,1.28,2.54)",3.35
4900,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Cylinder,"(-3.17,2.99,0.90)",0.16,Wall East (1),"(-5.77,1.28,2.54)",3.35
4910,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Cylinder,"(-3.17,2.99,0.90)",0.16,Wall East (1),"(-5.77,1.28,2.54)",3.35
4920,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Cylinder,"(-3.31,2.93,0.95)",0.32,Wall East (1),"(-5.77,1.28,2.54)",3.35
4930,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Cylinder,"(-3.60,2.82,1.05)",0.65,Cylinder,"(-3.33,2.82,1.17)",0.15
4940,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Cylinder,"(-3.51,2.71,1.27)",0.39
4950,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Cylinder,"(-3.88,2.47,1.48)",0.88
4960,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
4970,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
4980,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
4990,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5000,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5010,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5020,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5030,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5040,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5050,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5060,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5070,"(-3.03,3.04,0.85)","(-0.89,-0.36,0.30)",Wall East (1),"(-5.77,1.94,1.78)",3.10,Wall East (1),"(-5.77,1.28,2.54)",3.35
5080,"(-3.10,3.04,0.53)","(-0.90,-0.36,0.23)",Wall East (1),"(-5.77,1.98,1.39)",2.99,Wall East (1),"(-5.77,1.36,2.11)",3.17
5090,"(-3.19,3.04,-0.48)","(-0.93,-0.36,0.03)",Wall East (1),"(-5.77,2.06,-0.23)",2.76,Door 1 Wiring - 3,"(-5.70,1.61,0.37)",2.65
5100,"(-3.06,3.04,-1.44)","(-0.92,-0.36,-0.17)",Door 1 Wiring - 1,"(-5.72,2.03,-1.77)",2.86,Wall East (1),"(-5.77,1.57,-1.15)",2.75
5110,"(-2.69,3.04,-2.43)","(-0.86,-0.36,-0.38)",Door 1 Wiring - 1,"(-5.60,1.87,-3.50)",3.30,Wall East (1),"(-5.77,1.36,-2.82)",3.17
5120,"(-2.10,3.04,-3.31)","(-0.75,-0.36,-0.56)",Wall East (1),"(-5.77,1.35,-5.87)",4.78,Wall East (1),"(-5.77,0.88,-4.82)",4.17
5130,"(-1.37,3.04,-4.00)","(-0.60,-0.36,-0.71)",Wall East (1),"(-5.77,0.57,-8.81)",6.96,Wall East (1),"(-5.77,0.10,-7.12)",5.80
5140,"(-0.52,3.04,-4.51)","(-0.44,-0.36,-0.83)",Ground,"(-4.48,0.00,-11.49)",8.57,Ground,"(-4.23,0.00,-8.66)",6.00
5150,"(0.34,3.04,-4.81)","(-0.26,-0.36,-0.90)",Wall South,"(-2.08,0.07,-12.25)",8.37,Ground,"(-2.46,0.00,-9.62)",6.00
5160,"(1.34,3.04,-4.92)","(-0.06,-0.36,-0.93)",Wall South,"(0.61,0.25,-12.25)",7.87,Ground,"(-0.37,0.00,-10.23)",6.00
5170,"(2.09,3.04,-5.38)","(0.00,-0.36,-0.93)",Game Win Trigger,"(2.01,0.62,-11.69)",6.82,Ground,"(0.86,0.00,-10.74)",6.00
5180,"(2.75,3.04,-6.04)","(0.00,-0.36,-0.93)",Game Win Trigger,"(2.67,0.87,-11.69)",6.11,Ground,"(1.52,0.00,-11.40)",6.00
5190,"(3.56,3.04,-6.34)","(0.09,-0.36,-0.93)",Game Win Trigger,"(3.89,1.01,-11.69)",5.73,Ground,"(2.75,0.00,-11.85)",6.00
5200,"(4.48,3.04,-6.18)","(0.27,-0.36,-0.90)",Game Win Trigger,"(6.03,0.84,-11.69)",6.21,Ground,"(4.82,0.00,-11.65)",6.00
5210,"(5.25,3.04,-6.76)","(0.27,-0.36,-0.90)",Game Win Trigger,"(6.71,1.05,-11.69)",5.62,Door Lighting Bottom,"(5.65,0.01,-12.17)",5.99
5220,"(5.50,3.04,-7.60)","(0.27,-0.36,-0.90)",Game Win Trigger,"(6.71,1.39,-11.69)",4.65,Ground,"(5.91,0.00,-13.05)",6.00
5230,"(5.63,3.04,-8.64)","(0.27,-0.36,-0.90)",Game Win Trigger,"(6.61,1.80,-11.69)",3.51,Ground,"(6.11,0.00,-14.07)",6.00
5240,"(5.40,3.04,-9.49)","(0.27,-0.36,-0.90)",Game Win Trigger,"(6.05,2.10,-11.69)",2.65,Ground,"(5.78,0.00,-14.84)",6.00
5250,"(5.66,3.04,-10.39)","(0.27,-0.36,-0.90)",Game Win Trigger,"(6.05,2.50,-11.69)",1.54,Ground,"(6.07,0.00,-15.83)",6.00
5260,"(5.96,3.04,-11.39)","(0.27,-0.36,-0.90)",Game Win Trigger,"(6.05,2.88,-11.69)",0.47,Ground,"(6.36,0.00,-16.79)",6.00
5270,"(6.28,3.05,-12.47)","(0.27,-0.36,-0.90)",Ground,"(8.51,0.00,-20.00)",8.59,Ground,"(6.67,0.00,-17.84)",6.01
5280,"(6.33,3.05,-12.64)","(0.27,-0.36,-0.90)",Ground,"(8.61,0.00,-20.34)",8.59,Ground,"(6.77,0.00,-18.18)",6.01
5290,"(6.33,3.05,-12.64)","(0.27,-0.36,-0.90)",Ground,"(8.61,0.00,-20.34)",8.59,Ground,"(6.77,0.00,-18.18)",6.01
5300,"(6.33,3.05,-12.64)","(0.27,-0.36,-0.90)",Ground,"(8.61,0.00,-20.34)",8.59,Ground,"(6.77,0.00,-18.18)",6.01
5310,"(6.33,3.05,-12.64)","(0.27,-0.36,-0.90)",Ground,"(8.61,0.00,-20.34)",8.59,Ground,"(6.77,0.00,-18.18)",6.01
5320,"(6.33,3.05,-12.64)","(0.27,-0.36,-0.90)",Ground,"(8.61,0.00,-20.34)",8.59,Ground,"(6.77,0.00,-18.18)",6.01
5330,"(6.33,3.05,-12.64)","(0.27,-0.36,-0.90)",Ground,"(8.61,0.00,-20.34)",8.59,Ground,"(6.77,0.00,-18.18)",6.01
5340,"(6.33,3.05,-12.64)","(0.27,-0.36,-0.90)",Ground,"(8.61,0.00,-20.34)",8.59,Ground,"(6.77,0.00,-18.18)",6.01
