frame_no,user_position,user_orientation,camera_hit_obj,camera_hit_point,camera_hit_dist,controller_hit_obj,controller_hit_point,controller_hit_distance
1630,"(-10.68,3.31,-11.02)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",23.30,Cube,"(-13.49,1.16,-4.40)",7.19
1640,"(-10.68,3.31,-11.02)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",23.30,Wall West,"(-14.21,0.64,-2.89)",8.94
1650,"(-10.68,3.31,-11.02)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",23.30,Wall West,"(-14.21,0.64,-2.89)",8.94
1660,"(-10.70,3.31,-10.62)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",23.02,Wall West,"(-14.21,0.65,-2.64)",8.91
1670,"(-10.72,3.31,-10.22)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",22.62,Wall West,"(-14.21,0.66,-2.28)",8.87
1680,"(-10.74,3.31,-9.82)","(-0.05,0.00,1.00)",Cube,"(-10.73,3.31,-9.92)",0.03,Wall West,"(-14.21,0.68,-1.91)",8.82
1690,"(-10.76,3.31,-9.40)","(-0.05,0.00,1.00)",Cube,"(-10.76,3.31,-9.33)",0.13,Wall West,"(-14.21,0.69,-1.47)",8.78
1700,"(-10.78,3.31,-8.98)","(-0.05,0.00,1.00)",Cube,"(-10.78,3.31,-8.80)",0.23,Wall West,"(-14.21,0.71,-1.05)",8.75
1710,"(-10.80,3.31,-8.57)","(-0.05,0.00,1.00)",Cube,"(-10.81,3.31,-8.34)",0.31,Wall West,"(-14.21,0.72,-0.69)",8.73
1720,"(-10.81,3.31,-8.17)","(-0.05,0.00,1.00)",Cube,"(-10.83,3.31,-7.87)",0.38,Cube,"(-10.60,3.34,-7.79)",0.01
1730,"(-10.83,3.31,-7.77)","(-0.05,0.00,1.00)",Cube,"(-10.85,3.31,-7.39)",0.45,Cube,"(-10.62,3.33,-7.32)",0.09
1740,"(-10.85,3.31,-7.37)","(-0.05,0.00,1.00)",Cube,"(-10.87,3.31,-6.91)",0.54,Cube,"(-10.67,3.31,-6.86)",0.17
1750,"(-10.87,3.31,-6.95)","(-0.05,0.00,1.00)",Cube,"(-10.90,3.31,-6.40)",0.63,Cube,"(-10.72,3.29,-6.36)",0.26
1760,"(-10.89,3.31,-6.55)","(-0.05,0.00,1.00)",Cube,"(-10.92,3.31,-5.91)",0.72,Cube,"(-10.76,3.27,-5.89)",0.34
1770,"(-10.91,3.31,-6.15)","(-0.05,0.00,1.00)",Cube,"(-10.94,3.31,-5.42)",0.81,Cube,"(-10.81,3.25,-5.43)",0.42
1780,"(-10.93,3.31,-5.75)","(-0.05,0.00,1.00)",Cube,"(-10.97,3.31,-4.93)",0.90,Cube,"(-10.86,3.23,-4.96)",0.50
1790,"(-10.95,3.31,-5.29)","(-0.05,0.00,1.00)",Cube,"(-11.00,3.31,-4.31)",1.02,Cube,"(-10.92,3.20,-4.41)",0.55
1800,"(-10.97,3.31,-4.87)","(-0.05,0.00,1.00)",Cube,"(-11.02,3.31,-3.83)",1.12,Cube,"(-11.01,3.16,-3.93)",0.67
1810,"(-10.99,3.31,-4.45)","(-0.05,0.00,1.00)",Cube,"(-11.05,3.31,-3.31)",1.22,Cube,"(-11.08,3.13,-3.44)",0.76
1820,"(-11.01,3.31,-4.05)","(-0.05,0.00,1.00)",Cube,"(-11.07,3.31,-2.81)",1.31,Cube,"(-11.13,3.11,-2.97)",0.83
1830,"(-11.03,3.31,-3.65)","(-0.05,0.00,1.00)",Cube,"(-11.09,3.31,-2.33)",1.40,Cube,"(-11.19,3.09,-2.50)",0.92
1840,"(-11.05,3.31,-3.25)","(-0.05,0.00,1.00)",Cube,"(-11.11,3.31,-1.85)",1.49,Cube,"(-11.21,3.07,-2.02)",1.00
1850,"(-11.07,3.31,-2.81)","(-0.05,0.00,1.00)",Cube,"(-11.14,3.31,-1.29)",1.57,Cube,"(-11.08,3.08,-1.38)",1.09
1860,"(-11.09,3.31,-2.41)","(-0.05,0.00,1.00)",Cube,"(-11.16,3.31,-0.79)",1.66,Cube,"(-10.95,3.09,-0.88)",1.17
1870,"(-11.11,3.31,-1.97)","(-0.05,0.00,1.00)",Cube,"(-11.19,3.31,-0.29)",1.77,Cube,"(-10.85,3.09,-0.39)",1.25
1880,"(-11.13,3.31,-1.51)","(-0.05,0.00,1.00)",Cube,"(-11.22,3.31,0.35)",1.90,Cube,"(-10.76,3.08,0.20)",1.35
1890,"(-11.15,3.31,-1.11)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",13.42,Cube,"(-10.58,3.06,0.64)",1.43
1900,"(-11.17,3.31,-0.71)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",13.02,Cube,"(-10.41,3.05,1.06)",1.51
1910,"(-11.19,3.31,-0.36)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",12.62,Cube,"(-10.40,3.03,1.53)",1.59
1920,"(-11.19,3.31,-0.36)","(-0.05,0.00,1.00)",Wall North,"(-11.78,3.31,12.25)",12.62,Cube,"(-10.38,3.02,1.57)",1.64
1930,"(-11.02,3.31,-0.35)","(-0.01,0.00,1.00)",Wall North,"(-11.31,3.31,12.25)",12.60,Cube,"(-10.21,3.02,1.54)",1.62
1940,"(-10.60,3.31,-0.37)","(0.08,0.00,1.00)",Wall North,"(-9.92,3.31,12.25)",12.63,Cube,"(-9.70,3.03,1.41)",1.57
1950,"(-10.20,3.31,-0.42)","(0.16,0.00,0.99)",Wall North,"(-8.46,3.31,12.25)",12.78,Cube,"(-9.19,3.05,1.23)",1.51
1960,"(-9.81,3.31,-0.50)","(0.24,0.00,0.97)",Wall North,"(-6.95,3.31,12.25)",13.06,Cube,"(-8.69,3.05,1.03)",1.47
1970,"(-9.81,3.31,-0.50)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",13.14,Cube,"(-8.60,3.05,1.01)",1.48
1980,"(-9.81,3.31,-0.50)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",13.14,Cube,"(-8.66,3.07,1.06)",1.48
1990,"(-9.71,3.31,-0.09)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",12.76,Cube,"(-8.61,3.08,1.49)",1.50
2000,"(-9.61,3.31,0.30)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",12.36,Cube,"(-8.48,3.07,1.95)",1.58
2010,"(-9.51,3.31,0.69)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",11.96,Cube,"(-8.34,3.06,2.41)",1.67
2020,"(-9.42,3.31,1.07)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",11.56,Cube,"(-8.20,3.04,2.86)",1.74
2030,"(-9.35,3.31,1.35)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",11.24,Cube,"(-8.06,3.02,3.27)",1.86
2040,"(-9.35,3.31,1.35)","(0.24,0.00,0.97)",Wall North,"(-6.64,3.31,12.25)",11.24,Cube,"(-8.06,3.02,3.27)",1.86
2050,"(-9.23,3.31,1.31)","(0.27,0.00,0.96)",Wall North,"(-6.36,3.31,12.25)",11.31,Cube,"(-7.93,3.01,3.27)",1.91
2060,"(-8.83,3.31,1.18)","(0.35,0.00,0.94)",Wall North,"(-4.93,3.31,12.25)",11.73,Cube,"(-7.35,3.00,3.08)",1.98
2070,"(-8.80,3.31,1.17)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",11.86,Cube,"(-7.21,3.00,3.02)",1.99
2080,"(-8.73,3.31,1.36)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",11.74,Cube,"(-7.18,3.00,3.11)",1.96
2090,"(-8.58,3.31,1.73)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",11.34,Cube,"(-7.01,3.01,3.57)",2.04
2100,"(-8.44,3.31,2.10)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",10.94,Cube,"(-6.86,3.03,4.04)",2.12
2110,"(-8.30,3.31,2.48)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",10.54,Cube,"(-6.69,3.03,4.49)",2.20
2120,"(-8.15,3.31,2.85)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",10.14,Cube,"(-6.50,3.02,4.93)",2.29
2130,"(-8.01,3.31,3.22)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",9.74,Cube,"(-6.31,3.01,5.37)",2.36
2140,"(-7.87,3.31,3.60)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",9.34,Cube,"(-6.12,3.00,5.80)",2.44
2150,"(-7.73,3.31,3.97)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",8.94,Cube,"(-5.93,2.99,6.24)",2.52
2160,"(-7.58,3.31,4.37)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",8.58,Cube,"(-5.75,2.98,6.64)",2.59
2170,"(-7.43,3.31,4.74)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",8.16,Cube,"(-5.41,3.01,7.00)",2.69
2180,"(-7.43,3.31,4.74)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",8.04,Cube,"(-5.14,3.06,7.01)",2.76
2190,"(-7.43,3.31,4.74)","(0.36,0.00,0.93)",Wall North,"(-4.56,3.31,12.25)",8.04,Cube,"(-5.13,3.06,6.99)",2.75
2200,"(-7.07,3.31,4.58)","(0.43,0.00,0.90)",Wall North,"(-3.75,3.31,12.25)",8.35,Cube,"(-4.74,3.06,6.76)",2.77
2210,"(-6.75,3.31,4.49)","(0.51,0.00,0.86)",Wall North,"(-2.51,3.31,12.25)",8.90,Cube,"(-4.22,3.06,6.37)",2.76
2220,"(-6.45,3.31,4.53)","(0.58,0.00,0.82)",Wall North,"(-1.35,3.31,12.25)",9.32,Cube,"(-3.82,3.07,6.17)",2.71
2230,"(-6.45,3.31,4.53)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",9.46,Cube,"(-3.67,3.07,6.13)",2.73
2240,"(-6.38,3.31,4.63)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",9.46,Cube,"(-3.67,3.07,6.13)",2.73
2250,"(-6.13,3.31,4.99)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",8.93,Cube,"(-3.32,3.06,6.59)",2.80
2260,"(-5.88,3.31,5.33)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",8.56,Cube,"(-3.05,3.05,6.93)",2.86
2270,"(-5.65,3.31,5.66)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",8.15,Cube,"(-2.72,3.03,7.28)",2.95
2280,"(-5.42,3.31,5.98)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",7.75,Cube,"(-2.38,2.95,7.55)",3.04
2290,"(-5.19,3.31,6.31)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",7.36,Cube,"(-2.07,2.92,7.90)",3.12
2300,"(-4.96,3.31,6.64)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",6.96,Cube,"(-1.77,2.91,8.26)",3.20
2310,"(-4.73,3.31,6.96)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",6.56,Cube,"(-1.47,2.90,8.63)",3.28
2320,"(-4.66,3.31,7.06)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",6.36,Cube,"(-1.28,2.89,8.82)",3.35
2330,"(-4.66,3.31,7.06)","(0.58,0.00,0.82)",Wall North,"(-0.99,3.31,12.25)",6.36,Cube,"(-1.26,2.88,8.78)",3.35
2340,"(-4.53,3.31,6.97)","(0.60,0.00,0.80)",Wall North,"(-0.76,3.31,12.25)",6.49,Cube,"(-1.22,2.88,8.65)",3.30
2350,"(-4.23,3.31,6.71)","(0.67,0.00,0.74)",Wall North,"(0.49,3.31,12.25)",7.27,Cube,"(-0.89,2.90,8.07)",3.18
2360,"(-3.93,3.31,6.41)","(0.73,0.00,0.68)",Wall North,"(1.94,3.31,12.25)",8.27,Cube,"(-0.38,2.88,7.54)",3.31
2370,"(-3.67,3.31,6.11)","(0.79,0.00,0.62)",Wall North,"(3.76,3.31,12.25)",9.64,Cube,"(0.04,2.87,6.92)",3.37
2380,"(-3.42,3.31,5.77)","(0.84,0.00,0.55)",Wall North,"(5.78,3.31,12.25)",11.25,Cube,"(0.32,2.87,6.33)",3.39
2390,"(-3.38,3.31,5.70)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",12.30,Cube,"(0.42,2.85,6.33)",3.40
2400,"(-3.38,3.31,5.70)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",12.30,Cube,"(0.32,2.87,6.73)",3.40
2410,"(-3.38,3.31,5.70)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",12.30,Cube,"(0.13,2.85,7.20)",3.40
2420,"(-3.38,3.31,5.70)","(0.85,0.00,0.53)",Cube,"(-0.12,3.31,7.75)",3.86,Cube,"(-0.10,2.85,7.61)",3.40
2430,"(-3.08,3.31,5.89)","(0.85,0.00,0.53)",Cube,"(0.16,3.31,7.93)",3.91,Cube,"(0.08,2.85,7.83)",3.41
2440,"(-2.74,3.31,6.10)","(0.85,0.00,0.53)",Cube,"(0.57,3.31,8.18)",3.99,Cube,"(0.48,2.84,8.09)",3.49
2450,"(-2.40,3.31,6.31)","(0.85,0.00,0.53)",Cube,"(0.98,3.31,8.44)",4.07,Cube,"(0.89,2.82,8.35)",3.57
2460,"(-2.05,3.31,6.54)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",10.82,Cube,"(1.29,2.81,8.61)",3.65
2470,"(-1.69,3.31,6.76)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",10.42,Cube,"(1.73,2.78,8.81)",3.73
2480,"(-1.35,3.31,6.98)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",10.02,Cube,"(2.17,2.74,9.02)",3.81
2490,"(-0.96,3.31,7.22)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",9.50,Cube,"(2.72,2.63,9.23)",3.89
2500,"(-0.57,3.31,7.47)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",9.02,Cube,"(3.28,2.50,9.41)",4.01
2510,"(-0.24,3.31,7.68)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",8.62,Cube,"(3.73,2.39,9.54)",4.09
2520,"(0.12,3.31,7.90)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",8.20,Cube,"(4.20,2.28,9.68)",4.17
2530,"(0.48,3.31,8.13)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",7.82,Cube,"(4.61,2.18,9.82)",4.25
2540,"(0.81,3.31,8.34)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",7.42,Cube,"(5.04,2.13,9.99)",4.33
2550,"(1.09,3.31,8.51)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",7.02,Cube,"(5.47,2.08,10.16)",4.41
2560,"(1.09,3.31,8.51)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",7.02,Cube,"(5.52,2.07,10.15)",4.46
2570,"(1.09,3.31,8.51)","(0.85,0.00,0.53)",Wall North,"(7.03,3.31,12.25)",7.02,Cube,"(5.53,2.07,10.13)",4.46
2580,"(1.19,3.31,8.34)","(0.87,0.00,0.50)",Wall North,"(7.41,3.31,12.25)",7.34,Cube,"(5.59,2.07,9.99)",4.45
2590,"(1.37,3.31,7.98)","(0.91,0.00,0.42)",Wall North,"(9.70,3.31,12.25)",9.36,Cube,"(5.85,2.08,9.24)",4.40
2600,"(1.37,3.31,7.98)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.84,Cube,"(5.94,2.08,9.02)",4.41
2610,"(1.37,3.31,7.98)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.84,Cube,"(5.94,2.10,9.11)",4.42
2620,"(1.37,3.31,7.98)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.84,Cube,"(5.81,2.18,9.58)",4.44
2630,"(1.37,3.31,7.98)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.84,Cube,"(5.69,2.22,9.85)",4.43
2640,"(1.55,3.31,8.07)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.76,Cube,"(5.63,2.24,10.05)",4.38
2650,"(1.91,3.31,8.24)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.36,Cube,"(6.05,2.22,10.26)",4.46
2660,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.48,2.20,10.47)",4.54
2670,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.52,2.18,10.49)",4.59
2680,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.52,2.18,10.49)",4.59
2690,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.52,2.18,10.49)",4.59
2700,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.52,2.18,10.49)",4.59
2710,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.52,2.18,10.49)",4.59
2720,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.54,2.18,10.49)",4.60
2730,"(2.17,3.31,8.35)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",8.96,Cube,"(6.56,2.17,10.51)",4.63
2740,"(1.98,3.31,8.27)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.04,Cube,"(6.60,2.14,10.53)",4.76
2750,"(1.62,3.31,8.10)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.44,Cube,"(6.62,2.02,10.58)",5.22
2760,"(1.24,3.31,7.92)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",9.94,Wall North,"(9.52,1.00,12.25)",9.19
2770,"(0.88,3.31,7.75)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",10.34,Wall North,"(9.46,0.91,12.25)",9.55
2780,"(0.52,3.31,7.58)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",10.74,Wall North,"(9.39,0.82,12.25)",9.91
2790,"(0.16,3.31,7.42)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",11.14,Wall North,"(9.33,0.73,12.25)",10.26
2800,"(-0.21,3.31,7.25)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",11.54,Wall North,"(9.27,0.64,12.25)",10.62
2810,"(-0.57,3.31,7.08)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",11.94,Wall North,"(9.21,0.55,12.25)",10.98
2820,"(-0.93,3.31,6.91)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",12.34,Cube,"(6.88,1.14,10.98)",8.64
2830,"(-1.30,3.31,6.74)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",12.74,Cube,"(6.72,1.08,10.92)",8.88
2840,"(-1.66,3.31,6.57)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",13.14,Cube,"(6.55,1.02,10.86)",9.11
2850,"(-2.02,3.31,6.40)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",13.54,Cube,"(6.34,0.98,10.78)",9.29
2860,"(-2.38,3.31,6.23)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",13.94,Cube,"(6.33,0.87,10.81)",9.71
2870,"(-2.76,3.31,6.06)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",14.36,Cube,"(6.32,0.76,10.84)",10.16
2880,"(-3.13,3.31,5.89)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",14.76,Cube,"(6.32,0.65,10.87)",10.58
2890,"(-3.49,3.31,5.72)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",15.16,Cube,"(6.32,0.54,10.90)",11.01
2900,"(-3.85,3.31,5.55)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",15.56,Cube,"(6.31,0.43,10.94)",11.43
2910,"(-4.21,3.31,5.38)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",15.96,Cube,"(6.31,0.32,10.97)",11.86
2920,"(-4.59,3.31,5.20)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",16.34,Cube,"(6.30,0.22,11.00)",12.26
2930,"(-4.96,3.31,5.04)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",16.74,Cube,"(6.30,0.11,11.03)",12.68
2940,"(-5.32,3.31,4.87)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.14)",17.14,Ground,"(6.29,0.00,11.06)",13.11
2950,"(-5.68,3.31,4.84)","(0.91,0.00,0.42)",Wall East,"(10.29,3.31,12.25)",17.54,Ground,"(5.93,0.00,11.01)",13.11
2960,"(-6.04,3.31,4.84)","(0.91,0.00,0.42)",Wall North,"(9.93,3.31,12.25)",17.54,Ground,"(5.57,0.00,11.01)",13.11
2970,"(-6.43,3.31,4.76)","(0.91,0.00,0.42)",Wall North,"(9.65,3.31,12.25)",17.64,Ground,"(5.21,0.00,10.97)",13.12
2980,"(-6.80,3.31,4.71)","(0.91,0.00,0.42)",Wall North,"(9.43,3.31,12.25)",17.82,Ground,"(4.83,0.00,10.90)",13.12
2990,"(-7.16,3.31,4.54)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",18.18,Ground,"(4.45,0.00,10.73)",13.11
3000,"(-7.53,3.31,4.37)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",18.58,Ground,"(4.09,0.00,10.56)",13.11
3010,"(-7.89,3.31,4.20)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",18.98,Ground,"(3.72,0.00,10.40)",13.11
3020,"(-8.25,3.31,4.03)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",19.38,Ground,"(3.36,0.00,10.23)",13.11
3030,"(-8.61,3.31,3.86)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",19.78,Ground,"(3.00,0.00,10.06)",13.11
3040,"(-8.90,3.31,3.73)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",20.18,Ground,"(2.64,0.00,9.89)",13.11
3050,"(-8.90,3.31,3.73)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",20.18,Ground,"(2.64,0.00,9.89)",13.11
3060,"(-8.90,3.31,3.73)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",20.18,Ground,"(2.64,0.00,9.89)",13.11
3070,"(-8.90,3.31,3.73)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",20.18,Ground,"(2.64,0.00,9.89)",13.11
3080,"(-8.90,3.31,3.73)","(0.91,0.00,0.42)",Wall North,"(9.39,3.31,12.25)",20.18,Ground,"(2.64,0.00,9.89)",13.11
3090,"(-8.75,3.31,3.36)","(0.94,0.00,0.34)",Wall East,"(10.29,3.31,11.03)",20.53,Ground,"(3.09,0.00,8.94)",13.11
3100,"(-8.63,3.31,2.98)","(0.96,0.00,0.27)",Wall East (1),"(-6.27,3.31,3.82)",2.50,Wall East (1),"(-6.27,2.81,3.73)",2.12
3110,"(-8.54,3.31,2.59)","(0.98,0.00,0.18)",Wall East (1),"(-6.27,3.31,3.19)",2.35,Wall East (1),"(-6.27,2.85,3.10)",1.97
3120,"(-8.49,3.31,2.19)","(0.99,0.00,0.10)",Wall East (1),"(-6.27,3.31,2.59)",2.25,Wall East (1),"(-6.27,2.88,2.49)",1.87
3130,"(-8.47,3.31,1.79)","(1.00,0.00,0.02)",Wall East (1),"(-6.27,3.31,2.00)",2.20,Wall East (1),"(-6.27,2.89,1.90)",1.83
3140,"(-8.48,3.31,1.39)","(1.00,0.00,-0.07)",Wall East (1),"(-6.27,3.31,1.42)",2.20,Wall East (1),"(-6.27,2.89,1.32)",1.84
3150,"(-8.52,3.31,0.99)","(0.99,0.00,-0.15)",Wall East (1),"(-6.27,3.31,0.83)",2.25,Wall East (1),"(-6.27,2.87,0.73)",1.91
3160,"(-8.60,3.31,0.60)","(0.97,0.00,-0.23)",Wall East (1),"(-6.27,3.31,0.23)",2.35,Wall East (1),"(-6.27,2.84,0.14)",2.02
3170,"(-8.71,3.31,0.22)","(0.95,0.00,-0.31)",Wall East (1),"(-6.27,3.31,-0.40)",2.51,Wall East (1),"(-6.27,2.80,-0.48)",2.19
3180,"(-8.85,3.31,-0.16)","(0.92,0.00,-0.39)",Wall East (1),"(-6.27,3.31,-1.05)",2.73,Wall East (1),"(-6.27,2.74,-1.12)",2.41
3190,"(-9.04,3.31,-0.53)","(0.88,0.00,-0.47)",Wall East (1),"(-6.27,3.31,-1.93)",3.10,Wall East (1),"(-6.27,2.64,-1.97)",2.79
3200,"(-9.24,3.31,-0.88)","(0.84,0.00,-0.54)",Wall East (1),"(-6.27,3.31,-2.71)",3.49,Wall East (1),"(-6.27,2.54,-2.72)",3.18
3210,"(-9.47,3.31,-1.20)","(0.79,0.00,-0.61)",Wall East (1),"(-6.27,3.31,-3.58)",3.99,Wall East (1),"(-6.27,2.42,-3.55)",3.67
3220,"(-9.73,3.31,-1.51)","(0.74,0.00,-0.68)",Wall East (1),"(-6.27,3.31,-4.57)",4.62,Wall East (1),"(-6.27,2.26,-4.47)",4.28
3230,"(-10.01,3.31,-1.79)","(0.68,0.00,-0.73)",Wall East (1),"(-6.27,3.31,-5.72)",5.43,Wall East (1),"(-6.27,2.07,-5.53)",5.04
3240,"(-10.32,3.31,-2.05)","(0.61,0.00,-0.79)",Wall East (1),"(-6.27,3.31,-7.09)",6.47,Wall East (1),"(-6.27,1.82,-6.77)",6.01
3250,"(-10.65,3.31,-2.28)","(0.55,0.00,-0.84)",Wall East (1),"(-6.27,3.31,-8.79)",7.84,Wall East (1),"(-6.27,1.50,-8.27)",7.24
3260,"(-10.99,3.31,-2.48)","(0.47,0.00,-0.88)",Wall East (1),"(-6.27,3.31,-10.98)",9.72,Wall East (1),"(-6.27,1.08,-10.14)",8.87
3270,"(-11.35,3.31,-2.66)","(0.40,0.00,-0.92)",Wall South,"(-7.03,3.31,-12.25)",10.52,Wall South,"(-6.44,0.61,-12.25)",10.72
3280,"(-11.73,3.31,-2.80)","(0.32,0.00,-0.95)",Wall South,"(-8.39,3.31,-12.25)",10.02,Wall South,"(-7.86,0.76,-12.25)",10.13
3290,"(-12.11,3.31,-2.91)","(0.24,0.00,-0.97)",Wall South,"(-9.67,3.31,-12.25)",9.66,Wall South,"(-9.18,0.87,-12.25)",9.70
3300,"(-12.52,3.31,-2.99)","(0.15,0.00,-0.99)",Wall South,"(-10.95,3.31,-12.25)",9.39,Wall South,"(-10.50,0.96,-12.25)",9.37
